x,y,z,yaw,pitch,roll
-3.689750473,-1.125189479,-3.259166896,-22.29741396,-36.40857469,-32.65585338
3.960076753,0.261923522,-3.597733576,44.12642048,33.12939989,-33.51460443
3.290809013,1.504215211,-4.11513684,-6.244399777,14.86641279,7.622259707
3.572996219,-3.054072189,-2.124572205,-59.39119993,13.15417046,-17.5545693
3.068212632,-2.314050357,-4.445896546,-44.10676887,-41.37284505,5.506869248
2.262452879,0.838822392,-3.416372442,87.8837428,20.7800176,12.36250394
-2.710301536,3.909945617,-3.075848033,18.81241794,2.368932667,-18.882537
-1.820361269,-0.321292051,-2.855913516,-6.893659528,33.52312322,-5.077320903
2.017923912,-1.060911043,-4.780821838,58.99458823,-43.11468038,14.47544769
2.825745428,-1.744108842,-4.239317346,84.61328897,44.25266462,-33.05340706
-3.185702884,-2.554065043,-4.03849417,40.91101048,7.039957677,-27.97684061
-3.637821427,1.35949252,-4.07923069,24.42807703,34.44968283,-38.27964349
3.16744489,-0.448067127,-2.905670493,10.7116872,-17.79971636,0.768203556
2.454038888,3.947785946,-4.571717322,9.979834641,-36.20073729,41.31616966
1.932079978,3.812953198,-4.273121993,5.959751757,27.23885122,-41.67395852
2.852587621,-3.282181786,-2.914195958,-87.03567706,32.82444236,-4.986157423
0.761176976,0.221937167,-2.020136468,88.93754437,14.47962857,17.37272255
2.014248755,-2.676988252,-3.033255155,-15.69499542,1.375777125,40.78984691
-3.103577783,-1.702287375,-3.018728339,79.61529513,7.215396272,15.36217049
3.459948179,-3.702082928,-2.042117734,-86.95092604,33.09780434,15.06672553
0.70821568,3.949210949,-3.817536509,17.27323944,27.92807947,24.67786726
-2.712857436,3.751223716,-3.674988693,9.727934362,-12.37117565,26.16383273
3.904865566,0.621357257,-3.799188611,31.8986978,-29.5071566,15.07391162
3.651301988,-0.145610561,-2.323983461,-9.155949791,19.91812907,-41.03698229
-0.348441664,3.496422653,-2.565066455,-29.14978823,-5.420000912,37.13743447
-1.641710486,-3.306577063,-4.362878712,51.54702523,2.039259709,34.90445002
0.148139515,-0.366201103,-4.804608933,-18.94413853,-4.076981039,-38.89893195
-0.307255286,-1.967562356,-4.162237389,32.42953757,-28.95113306,19.35509007
3.648029391,-3.619271354,-2.748197557,75.53797959,1.602592497,2.343324817
2.813649973,1.51220244,-4.136282201,51.49517053,-10.66255596,1.054762244
0.983085078,0.402741068,-2.350211454,-78.89051984,7.221564953,36.95270411
3.460233459,-0.773173488,-3.127231188,-86.7326957,-41.74722806,-2.456588469
3.218593411,0.371437048,-3.969801451,86.06666138,1.85249833,14.00420812
2.640123983,-0.542723531,-2.661499639,-87.43863984,14.98185013,15.15886856
-2.244244383,-3.913303556,-3.891545566,53.4380927,32.52153556,-0.507871629
2.497965067,0.563529889,-4.947100971,-75.49648314,40.04911731,44.44110331
2.848639809,2.228241232,-4.983780326,5.447634903,40.11130949,-44.24358503
2.983990105,-2.603522962,-3.225299556,-30.86878163,8.976715903,13.39871531
3.890306927,1.42210734,-4.77620789,73.97653934,-29.14981506,-3.868354749
0.60603401,1.657753884,-3.365074752,-57.66309355,1.830237294,-29.6275661
1.942913041,1.473809434,-2.870410273,-0.591533751,-41.38649516,-34.67477605
-3.830936184,-2.90014459,-4.106078349,85.97167351,-43.22295916,26.68327914
0.710200665,2.929650094,-3.227944957,-15.45738444,13.63785795,20.81974453
2.192196556,3.010789977,-4.304436886,-56.72147485,33.30156114,5.086709106
0.948281992,3.614161548,-3.161422614,-31.32595622,-22.79795509,-19.78118124
-0.469221224,-3.253336633,-4.272862367,-81.08240267,20.60141227,7.833797182
3.426761022,-3.229270658,-3.542247051,-75.86402068,21.0053164,19.04492506
1.914460765,1.801874393,-3.901079474,29.25976117,-16.87991605,13.44633777
-3.888076576,3.458664502,-2.615768853,3.088444557,-24.76073371,-21.1835899
0.993112041,-0.952927422,-3.802396205,47.66923481,-4.974767761,1.596017925
2.687275448,-2.577268539,-4.557972167,-37.66431715,32.95227622,-28.79546737
-0.10994226,-3.099103629,-4.215374879,-81.53040445,-29.05725892,25.09700788
-2.718352285,-3.715057345,-3.736493934,-15.47038199,32.76377419,-29.56039719
2.036580246,1.063559605,-3.609037515,-2.448281642,14.0820677,26.4940918
1.880640957,-3.632648038,-3.984889109,34.03901996,-17.6213148,-14.4033917
-2.00601196,1.237800231,-4.412261113,33.93560631,-5.066670785,-28.17969732
0.547890647,-1.205665773,-4.15981912,-87.2459185,8.008934431,16.90327086
-2.370346514,0.754871452,-3.840829582,-16.5761496,-36.84873562,-18.51985815
3.263787598,-2.700454564,-4.251448215,-42.65601003,8.219037304,24.73023836
1.616664784,1.652010901,-4.743540587,33.8727506,-11.92312638,-32.67753388
-0.354293198,1.643283532,-2.323621976,24.42742658,-3.793164632,12.22771179
-3.963354891,0.437241863,-4.98507375,-87.73260749,-22.08549394,44.45769812
1.393562229,-2.79638668,-4.871074372,-73.24265304,-17.79059247,29.19463299
3.881986673,-0.157105549,-4.698700615,72.25077218,-11.24400618,7.160643858
1.503854605,-2.796967616,-4.592463908,-58.493504,26.33573317,-3.266620528
3.808441913,1.654139646,-3.44733332,-13.21533551,39.18036982,-21.71292356
3.017634488,-1.355736651,-3.962428669,80.54218266,26.4201599,-10.29300682
3.670042945,-3.884153883,-4.190396599,-4.592309546,33.05555067,43.21467361
3.338437193,2.52426581,-4.987158345,77.77446103,-30.33497725,13.49202434
2.474541952,2.574474206,-4.768979761,21.00816188,20.16030791,-9.400019658
-2.172158388,3.775248361,-3.691220685,-57.05216891,21.02885383,34.50223523
1.602350773,-2.040260019,-3.746109517,86.75391392,-10.43526649,-16.94840785
2.544530296,0.902775747,-3.912465659,75.29325407,1.941525807,-20.51776511
0.235730449,-2.480877934,-4.974667501,46.82087103,-36.80313443,5.92278416
3.647975227,3.993164188,-4.109446227,-72.62146193,-23.67754377,33.59552523
3.416145361,1.157790533,-2.322838853,7.707918189,-4.635743303,41.95992183
1.70532573,0.779461358,-2.911278034,-79.05620835,38.87796762,-20.83087336
3.145246413,1.500903333,-3.896751521,86.48494402,33.36775423,-42.88573233
-1.169819597,3.820649717,-3.474773852,84.50381185,-24.35570039,-7.654680225
1.456427584,0.999152941,-2.247203557,-83.74973221,-4.480585045,-16.13944145
0.836176691,-1.739370809,-3.4236161,21.12080185,-4.997370518,36.60027169
-2.432821088,1.357596702,-3.420456625,72.6076237,-11.3838935,38.34223807
0.608974517,-1.173161582,-4.078993332,-25.46301859,-16.2374334,40.87162398
2.614150712,1.244493499,-2.698296343,-78.87869441,-10.84994115,11.39240536
3.231792174,3.805081871,-2.507264816,61.16443449,-11.07872734,-20.984483
3.167013836,0.927743381,-4.845188399,-65.73271389,-24.30883364,25.75627703
-0.067294982,3.298079069,-3.595015935,-71.4859331,-24.02942451,32.25793806
2.392276936,-1.716530197,-2.44365477,19.10996805,-22.33838046,-24.67043097
-2.860771112,-1.550101522,-4.362300179,-68.22151335,-10.20125529,19.0433887
-3.525226582,1.84048685,-4.65999521,-84.56095632,-42.78102683,-39.03645542
0.509983219,3.674338967,-2.729939615,69.16990915,9.472867323,-30.65329953
1.625322766,3.136909892,-2.64329152,73.1043479,-17.11278665,-37.36109636
2.413328685,-1.220904003,-4.745958967,24.16534962,-10.61894491,-29.00918971
1.502409516,-2.494561126,-4.611436419,-81.67877892,-16.79295717,5.992387544
0.566412734,2.825783802,-4.632546131,83.51330075,-24.28123517,2.820399522
3.012948789,3.35406497,-4.288139669,-28.55943255,-11.83725291,-42.63905227
3.13163775,-1.778099248,-3.348161472,-30.44641936,15.3186557,11.88776366
0.79772792,1.517406143,-3.793323274,-89.98459654,7.431097958,14.08461084
1.651572429,-3.433273443,-3.506221215,41.70328768,-18.64313158,28.36139519
3.881147305,-0.839092724,-3.870116039,-68.71112879,-22.0659135,-32.37470664
2.158522554,-3.179621084,-3.340134151,51.60169287,13.94948513,-39.97859672
1.974738014,0.801717508,-4.224562622,73.89700594,-23.22122176,-34.37438372
1.071511646,2.089324505,-4.804300455,-23.85739468,0.977961118,22.14965139
0.682359174,2.603846577,-3.733962422,24.97138347,28.27997502,-42.99804117
1.253846033,0.460899651,-4.141482987,84.36993947,38.67674494,-11.75286007
0.097051224,2.776760354,-3.845072429,35.40339855,-42.73983978,8.426350092
1.776148932,-0.822854462,-4.585487414,25.3469696,15.4912746,-42.54834361
-0.063844497,-2.785793305,-4.589291711,4.508609965,26.21137493,-42.97733443
-1.475852584,2.297903808,-4.420740028,-6.321818183,-10.41055951,31.16920723
-2.155503748,-1.813652176,-3.341093617,50.2095701,-16.67863118,40.22703334
0.180824004,1.568758945,-2.004918974,13.60391494,-4.288590622,23.40922586
0.300204287,2.805650163,-3.018029964,47.68716686,19.92026904,-34.21429964
3.544076835,-1.851833046,-3.127029325,-76.57506579,-43.14288134,9.187661176
2.546124299,2.976858168,-4.213910381,-6.957037608,2.457583731,-0.24551066
3.105200211,1.47241492,-3.647516659,2.373384463,-29.73086044,-7.148023502
0.057952602,-1.954873154,-4.174428631,-74.33396927,27.04914941,15.78062819
0.158409146,-1.574518815,-3.556964707,-4.93933211,21.18413242,5.219574047
0.207079973,1.697792789,-3.756063248,60.67378224,25.87265417,-29.27753845
-1.293428529,-1.662477487,-2.969837294,13.65463146,16.44794474,41.07891544
-1.37427622,-1.87730046,-3.871284756,57.00591102,39.42394635,13.85308261
-2.978288267,-1.734507634,-4.406909326,63.59346107,-35.74900947,36.02676728
-1.211539695,-2.066904619,-2.768604461,13.09081765,39.8072868,-34.78557485
3.5333017,2.656602631,-4.810097893,27.14963706,26.85639126,-0.069394855
2.975849115,2.591078115,-4.458665031,-85.07974639,20.00412608,27.77329474
-2.566088606,-3.466870641,-4.067463568,19.6840669,-10.90157919,-8.086664236
1.997044637,-0.361350204,-4.103835456,-73.34348444,38.9137338,4.380255843
3.201520959,-1.411190996,-4.565319713,-88.23692816,-29.10754483,33.99474875
1.276896847,-2.502055612,-4.279567637,-43.92389302,33.00067751,-7.87031662
2.330805026,2.800221224,-4.969012008,-53.13415978,39.83182195,-6.454824408
0.13453967,1.935424978,-4.335508931,53.09998255,19.45010236,-43.49059997
1.878014286,0.056654301,-4.823354745,47.9723087,-5.612723772,-2.322410519
0.610729644,1.815103738,-3.560669676,-34.97683704,-36.62624054,-35.01265227
-2.46408709,3.581831901,-4.872374101,-58.22747258,26.99072323,-42.06938074
-0.704921751,3.065019622,-4.183883522,-43.47352105,-16.77272841,-37.04131921
3.35676185,0.872372455,-3.773307276,69.72739155,-16.81453923,-6.057716824
1.687198464,3.810966126,-2.494636629,-57.40727017,40.02221648,-2.302941634
-1.67721492,0.380350363,-3.318711745,-22.9122288,-36.41762961,3.997928212
1.68043011,-2.989599087,-4.583155819,-66.05301987,-12.40194871,42.9333296
-1.187315206,-1.989371955,-4.31917284,-34.33585014,-43.42215121,-28.75375868
-2.643965791,-0.760534115,-3.855506446,-49.48392794,-16.34713469,-27.74808749
3.61803704,-2.226077119,-2.767680591,-49.17662865,27.33629104,-6.745152264
-2.583385062,1.301793201,-2.543127299,72.84511004,38.7813092,-34.70340696
-3.148615087,3.398079987,-4.643791675,39.73553458,31.99930024,15.90411925
-0.952390695,-3.795202091,-4.607669397,-64.94197166,38.82276741,-29.81888209
-1.174253937,3.998658611,-2.392099975,-44.43408702,14.53439909,-32.51913579
-1.387511571,3.170170882,-4.395205254,-9.545875661,-6.485494122,38.49248936
-1.190674921,0.976366114,-4.254095635,-47.28794484,0.495251037,-1.820031247
0.447153869,3.561970622,-3.187380163,14.97047863,38.64368377,8.251443169
3.415175235,-3.299485098,-3.562334137,50.89469881,2.787015652,27.37825289
1.119174484,1.17164543,-4.918614774,85.56233837,26.7279743,0.279365826
1.011859651,2.162447639,-4.577583127,-32.09200155,15.39973645,-17.09605357
0.098715514,-0.99090164,-4.497361669,-2.957624623,-37.20763815,30.97945292
1.841884276,3.303056629,-3.165825517,6.550136264,-41.3710873,44.36017048
0.059641404,-2.060415533,-4.510659456,-24.69242693,33.98023843,-4.436972427
2.803932817,2.5989992,-2.132496266,-81.67865916,-29.11693382,5.718944982
-3.996727632,2.817728063,-4.624065283,24.86608422,3.408992701,-4.414905825
-2.318567939,0.201944911,-2.547264164,-66.01130822,38.40716266,-35.8454271
-2.248180525,3.86961914,-4.619179962,45.12903068,-36.49730306,24.22492029
3.551424476,-1.12644702,-2.704554523,-49.24367472,-17.11729437,-33.00076957
-0.874138643,-0.856447681,-3.124085352,-53.51306867,-31.06866016,-3.175917468
0.52268684,1.024949268,-2.072914926,68.04297487,-22.71720855,31.47600593
-1.947617194,1.361307688,-3.390519706,28.29213467,44.2876254,-26.82640484
2.804809936,-1.257971533,-2.138101268,71.93148923,20.3020677,43.30810742
-1.450606478,2.448913244,-3.610970263,2.880874521,31.76891487,23.78056563
-0.050273579,2.352534871,-3.71169651,-68.41645857,-22.7389527,6.200173465
-0.219317913,1.857200953,-2.157696633,87.30649378,-35.97613168,19.57418003
1.73888848,-1.741628288,-3.25784453,-5.720403906,8.787261866,-3.410064185
1.394007452,3.997566258,-4.11650184,57.22410905,1.506906475,-44.62991083
3.703712308,1.655873908,-3.187979833,54.04093707,1.351498487,-37.7759649
3.178300839,1.782747038,-2.488672341,-55.2298093,-42.74512188,44.02153423
2.960752117,-1.710698997,-4.687811478,20.64366589,-29.66106272,38.29811598
-0.742840489,0.754118646,-2.17091235,-15.98204983,44.38018763,-8.567914366
-3.250827673,-1.974761453,-4.597482506,54.45968654,-24.07210602,26.50845871
3.137995123,0.577184598,-3.445239384,-27.56578618,19.14237244,15.81109331
2.366616605,-1.89793391,-2.803256972,-81.75999278,-23.10090008,18.83060445
-0.238865178,-1.125047734,-3.309140229,-4.600228689,1.455565158,-13.15387971
0.846067535,-2.826119185,-3.426957091,9.235208102,-4.682783018,-6.261582251
2.750043111,-0.257259646,-4.095911946,-33.50597506,39.35403762,-14.0612611
0.285863601,-3.015482872,-4.007515078,-73.88471468,-23.42408899,-6.395472378
3.904927628,3.39874337,-2.457332336,-32.52639019,40.80333639,39.54997919
1.732053942,-0.075360549,-3.904616113,-4.496957193,13.96867308,-40.36397634
-2.38752568,2.052278269,-3.880312083,0.067077241,-10.92288114,-35.29957166
0.894426312,0.913407077,-2.804311734,-87.63726362,-36.00938314,-35.65437267
2.651791881,-0.727784403,-2.940000947,0.459360145,33.80665178,-40.88571522
1.757141862,2.492096006,-3.811015881,-1.24525457,1.627152282,-3.979848617
-0.79537034,0.138092495,-4.34836981,0.872332416,1.757474014,-22.2000784
-0.968765324,-3.946842829,-3.545279491,-31.24490666,-16.17707875,-41.79904917
-0.666366087,0.869026244,-4.487760789,55.91978307,1.717516402,35.9243465
1.323768843,1.69811749,-4.307585856,-51.57174968,39.64882029,34.74053544
3.518988702,-3.155165859,-4.42450598,23.10923246,1.649351237,38.60165857
-1.819037114,3.032420463,-2.652525896,24.89550127,27.15659381,-26.62331645
1.313957646,-0.730926385,-2.885382237,25.76743621,21.37315534,-32.37218609
-3.919808147,0.262529371,-3.439927814,-49.62439048,-16.83118214,5.606314666
-3.792936219,-2.244704849,-3.588928077,-74.74944632,-28.68094396,44.0931289
1.780949053,0.780990563,-2.910141919,-0.182496345,-16.28504063,9.077489274
2.116483536,-0.385049452,-2.163221167,88.19474395,-4.294362359,22.15646701
2.239888955,3.875238438,-3.360650153,-52.72251981,-23.916823,-9.919687975
1.250697023,3.486665301,-3.642439249,-6.038289703,-4.068456126,25.04765923
3.378307,-1.11697273,-3.928114983,51.45700669,-30.073102,-27.59870381
-1.340772859,-0.510896647,-3.157460686,-54.4165674,-23.92468412,-34.20712659
3.842801518,2.541221109,-2.22474289,62.74131392,-36.17491033,15.17918348
0.446802086,2.704873904,-2.340842046,-9.570381168,20.28519088,-43.4223606
2.304654696,-2.787599283,-4.085007751,49.88189218,39.55118534,18.90628223
-2.256548087,1.656952479,-2.895280602,78.57685696,-29.92146329,-7.382844754
-0.063688133,3.910909291,-3.39836175,68.33242881,2.729778544,13.7135613
1.642973579,-1.482858089,-3.247679519,-55.63298921,27.38273826,22.09164425
-1.31273803,2.021812505,-3.306856548,-73.47324063,-30.24748012,-14.88980461
1.709622658,-0.033233988,-2.303925827,60.83806221,-30.73962206,-17.29049392
2.933272371,-0.384127384,-3.661827441,-41.3996614,-30.16370976,5.516756539
0.924430904,3.98708314,-4.988869455,66.41470564,-42.75733901,32.16473238
1.515412407,-0.905521011,-3.551501009,39.17514003,-42.23754395,22.81794749
3.710310475,2.866137941,-4.409568112,29.55159679,-4.205335062,43.92644591
2.356739436,-2.547593583,-3.334239783,-19.36333276,27.39433942,27.80107122
1.986115943,1.777550133,-4.366382505,69.23923662,1.770758787,-33.63450877
1.603680154,1.938905553,-4.424034132,49.82262101,-29.31238781,21.62161047
3.494173231,-3.031948122,-2.690594366,85.68126097,-24.3357909,-15.26810256
1.731669247,-2.493326709,-4.876340805,-31.17261547,-29.43051314,-14.47096599
-0.956597146,2.863725248,-4.843678447,-84.8939511,-43.12008745,-41.76093659
-3.571376457,1.319289323,-2.888456064,40.79791157,1.095118234,-20.15771666
3.241352769,3.070038074,-2.595836069,-74.33350981,-4.658169427,28.70548095
-1.681424259,3.830260839,-4.942937507,62.81873009,32.96788717,-9.784851062
1.981457233,1.205656865,-4.930306974,58.90828487,12.63875268,-38.78713227
3.569930004,0.610141505,-3.504607427,-17.56945993,-36.14641125,41.89622749
0.603636835,1.455373434,-4.205737183,24.01269135,7.811198649,28.88575125
3.817160881,-2.659339194,-3.252450471,66.30202363,-18.47378337,-32.073859
-1.223200656,-3.29087587,-2.620370286,43.42990231,-4.457063139,-43.53717943
2.436232885,-3.410286407,-2.037125565,72.59931644,32.78079697,-32.45894613
1.127005653,1.554963388,-4.256292063,-69.35374656,13.99808453,-16.61156112
-0.968880738,0.359966121,-3.861494607,38.6958563,-4.316651874,37.32073291
2.716469555,-2.311727004,-2.453987768,-33.35129951,-31.3374936,8.382723962
0.610090217,-1.499026525,-2.163951672,-9.369415378,-11.87868858,-22.62789268
2.505047889,2.256166415,-4.095096958,-50.76319592,-9.700504959,30.40798969
-0.213542696,-2.588369842,-4.552290582,-11.50643093,-9.830777335,-13.81382281
-2.832539605,2.267980544,-4.671829181,-3.781260654,7.157417673,24.78215551
1.338036766,1.623903395,-4.175179768,0.545021466,33.05490163,23.58575636
2.694365196,-0.309775552,-4.494576431,-73.42586618,20.58853871,37.19381536
-2.818737303,-3.092258779,-2.095173467,-72.15105712,44.41161767,-20.27141634
1.619896524,1.444009791,-3.719593742,46.59385697,-29.85900175,38.55739753
1.14417626,3.16095799,-3.38549129,80.85707326,21.46877594,-10.48540909
0.617454297,0.250762312,-4.716514524,78.52348849,-17.36580394,25.19368535
-3.019375376,0.061765642,-3.703284736,-5.907748977,21.24536725,-38.46918196
3.631511703,0.883013995,-3.987662705,-88.36028161,39.98105718,33.45439039
1.509275922,-2.357217541,-3.24834931,-16.11764829,-11.28916858,-40.04892476
3.727266403,1.573140022,-2.828928766,42.82585809,-41.44226629,-16.93969621
-0.673442585,-1.037829172,-4.891951525,-57.98178068,-42.2563532,44.56606757
1.131046411,2.594835792,-4.939693068,-61.5278867,13.96719123,31.58060957
1.637693123,3.777048019,-3.772101711,-33.16353483,21.28893531,34.07393005
-0.3652798,-3.135224407,-2.9519418,63.41934379,-23.18368321,30.44962315
-1.711725513,2.57573896,-3.211683035,71.8894406,-17.77313864,14.38410016
3.926578644,3.760970218,-2.219485134,61.94764946,27.56480251,-9.020444913
3.823059596,3.173586375,-4.932307271,-59.94100651,33.64254592,32.54451945
-0.833126479,3.98874147,-2.114829849,-0.31912107,27.89636845,-17.88306332
1.400782052,-1.035970893,-3.731235404,40.75506305,-26.36696726,-25.11949946
-1.53624972,-0.929020104,-2.533294192,-50.61794623,2.554054535,40.57665515
1.355673398,3.661167345,-4.932334231,-79.06507016,-18.72541186,12.02058383
-0.409521127,-3.779940375,-4.325623483,14.1462847,-23.16379359,11.24280744
0.922706836,-0.538532659,-2.451128782,81.35390863,-40.35384662,-9.576504087
2.838035269,0.465399929,-3.191661573,-42.61354557,-21.50967065,6.3641868
-2.483251148,3.921906108,-3.496685392,37.81627428,-10.05126971,15.23978511
0.832840573,1.68605772,-3.990609234,-12.24758498,44.87447006,-40.6672486
0.361447698,-2.459840346,-4.942650452,84.36775122,44.05058421,-5.971418547
-3.108821735,-1.571223462,-2.615502317,63.36661799,-29.22257148,-9.735891939
3.414076729,-0.874239521,-2.574422088,70.12863895,28.02090319,36.34237661
3.342674011,3.294155975,-4.547042827,15.14797013,-18.34647624,27.63966477
2.170220223,-1.039350438,-4.868403947,6.75725833,1.822183052,-39.63914157
0.98160902,2.281409812,-2.95025008,35.98177696,8.215588262,-4.688977038
-1.230529682,0.932702437,-4.671365478,34.97321866,-43.58563458,18.77678045
-3.946002949,-3.489327344,-3.038569492,-15.14284914,-19.09317032,11.18806194
0.650253186,-1.117509263,-4.360019474,19.43609957,39.46694769,1.602236773
2.602635846,-3.436293934,-3.525257709,62.87431962,-16.07624595,19.76352102
-0.812736795,2.692241338,-2.532819169,-16.09393167,31.59976961,30.35288859
2.84177566,3.918157215,-4.169707911,-77.76567766,-4.186560938,40.13927021
2.918213492,3.263645227,-4.046807377,-70.14813721,-30.25543297,-22.69120341
3.395730919,-0.595363388,-3.552137878,39.90243744,-10.85114773,12.03842331
1.530602787,-1.832710614,-4.938104725,55.8416963,14.52857295,-28.08853443
1.531132784,0.833655929,-4.559783479,37.56832456,39.7067502,-8.65330988
0.559788891,2.278600174,-2.895872218,-89.43849256,-23.78645445,-5.286139158
2.395597416,-1.87982833,-3.429087595,-3.297905278,38.28959552,41.31436032
0.283281197,-2.877267645,-3.334563645,-77.38638929,-43.66251756,-17.90154062
2.805393948,3.959992558,-4.605096758,-32.86897939,-29.44883536,0.033546223
-3.54098782,-3.127275869,-4.612814727,65.52871059,-30.13209505,-13.04094018
2.815375492,2.76169342,-4.64405682,-23.09131561,20.07719656,-25.68569817
0.438467476,-1.467797263,-2.155950653,-81.40633174,39.85792549,-2.534152295
0.421163188,-0.203791006,-4.130965284,-27.9956764,-5.210675072,22.32640421
-0.327211591,-3.21746681,-2.007395752,-33.18466046,-11.19163495,-4.52086687
3.736855872,0.267606907,-2.650561199,56.53813419,2.132608796,-3.60347777
2.019309758,1.467169197,-4.552242482,-54.68542698,26.79356498,32.35432743
2.836966925,-1.440949828,-4.90063845,-49.63865329,8.729192671,-23.35008668
3.514047975,-1.303347594,-4.771068339,47.73353599,-42.01192149,24.4425533
3.540205641,0.937693663,-4.014037004,72.35790884,0.891569766,-5.747229661
3.709607369,3.157530597,-2.757283991,-55.95148557,39.00699921,-27.26607044
-1.895406021,2.155832733,-3.339578734,15.59032376,1.405739673,-12.78601809
0.652948238,0.603557461,-2.29288794,-38.86979354,-41.65194836,25.9371516
0.626953111,3.001308436,-4.572749108,1.248010218,-43.09842254,21.23069848
-3.030206013,1.791638052,-4.188479029,-57.23906593,-29.14139132,44.78349795
-3.816909021,-3.777280566,-3.853849822,-15.49513514,38.40861873,10.49258958
1.158518796,1.025235837,-4.928497142,31.24425757,8.952114166,37.27928844
-0.8735967,-1.535308744,-4.870877765,66.41901868,-5.88848017,-15.44788601
3.144454604,-0.62846608,-2.682254702,-54.59988378,-42.8409291,9.000500986
0.83889556,-3.848940247,-2.95757522,12.32232665,14.59231339,22.05431002
3.419857993,2.784107576,-4.920982375,-30.80649034,-11.04039067,40.69869044
-2.797700028,1.565882471,-3.611624773,31.73415618,-34.65346555,6.340056861
-2.023486895,-0.436815087,-4.366077339,6.52147437,27.09322238,-12.18256334
-0.504129309,-0.970611056,-2.887365469,49.28430708,26.65024356,-42.37912625
3.007959386,-1.783496678,-2.696309946,-21.46799886,-17.38438641,-22.9647544
-2.478110005,-0.379159411,-2.459242729,-3.907971937,26.06884642,-12.76071929
3.79098975,2.676936348,-4.322588082,71.83246247,-5.828786458,25.79534682
1.930460051,3.559842646,-2.634403241,-42.39113312,7.902669338,11.40726792
1.017502351,-1.81409201,-3.211054959,18.31661346,27.15007359,-23.89438256
-0.484799038,2.52972842,-4.760696813,21.99417306,39.36306789,-23.3582812
3.885290608,-3.344839839,-4.462002245,49.80824906,-29.43706795,-4.359197581
1.551544564,-1.483587245,-4.491709775,42.97226553,32.95788981,38.59454609
2.691925879,-1.673027338,-2.66117038,85.86488796,13.0507684,24.49972615
2.268896405,-0.837300392,-4.214736251,82.47285873,21.28551805,25.37099518
0.499997852,-1.717459186,-3.967595037,-83.89773316,0.968905491,44.64094601
1.658205969,1.363554222,-2.53012102,49.29360176,-16.73571848,-9.172606108
2.420109905,3.511013947,-2.607008339,-50.6331895,-3.517558989,-32.04722219
3.457215905,1.237671203,-2.102998839,48.67449172,-3.864639016,38.3843415
2.009586553,-1.465303377,-4.798036766,66.29857141,25.63663474,7.39692174
3.489493003,1.499484695,-3.799558852,-47.45657983,38.63475653,-6.477334731
1.389143232,-1.734181185,-3.572853384,27.72481864,-5.478073881,-31.59787999
3.83045176,2.028311718,-3.0728944,-64.78974301,32.37668337,-16.25380955
2.520933465,-3.1430696,-4.796151669,0.458282007,27.26822158,-36.42280047
-1.547344175,3.117391699,-4.621918721,-53.14648967,-23.4547272,7.895207625
-3.365492173,2.375172955,-3.927407601,-12.79956748,-29.78210612,40.34502699
